sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric	Date	Year	SampleType	Dosing	Time	Timeperiod	AM.PM	InfluentFlowgalpermin	WindSpeedmps	WindDirection	H2OUse	PercentCloudCover	Port	PSampleID	ImidAbsorbance	ImidConcentration	PyreAbsorbance	PyreConcentration	FilterVolmL	ConductivitymgL	TempC	Turbidityppm	Phosppm	Nitratesppm	DisO2ppm	Salinity	pH	avgImidppm	avgPyreppm	ImidConcentrationppm	PyreConcentrationppm	TurbidityppmSONDE	NitratesppmSONDE	DisO2ppmSONDE	SalinitySONDE	pHSONDE
SB0151_S65	12639	7305	57.8	6356	3715	29.39	3388	26.81	7/19/19	2019	Sediment	Pre	11:10:00	11:00:00	AM	25.9	3	W	0	100	3	NA	NA	NA	NA	NA	160	1611	16.1	11	0.09	25.5	5.9	0.5	7.5	0.082948	-0.224775	NA	NA	NA	NA	NA	NA	NA
SB0152_S66	7564	5006	66.18	4410	2694	35.62	2404	31.78	7/19/19	2019	Sediment	Pre	11:10:00	11:00:00	AM	25.9	3	W	0	100	4	P_0084	0.3215	0.228916	0.9805	-0.33619	220	1635	16.1	13	1.06	28.2	1.4	1.5	7.7	0.082948	-0.224775	NA	NA	NA	NA	NA	NA	NA
SB0153_S67	12305	10868	88.32	9776	6613	53.74	5984	48.63	7/19/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	23.7	4.1	NW	0	90	1	P_0085	0.366	0.106475	1.092	-0.64745	300	3944	18	0	1.71	55.2	6.3	1.5	7.4	0.0414675	-0.62	NA	NA	NA	NA	NA	NA	NA
SB0154_S68	9667	8220	85.03	7396	4468	46.22	3775	39.05	7/19/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	23.7	4.1	NW	0	90	2	NA	NA	NA	NA	NA	160	1603	17.6	6	1.52	64.4	4.5	2	7.4	0.0414675	-0.62	NA	NA	NA	NA	NA	NA	NA
SB0155_S69	8645	7684	88.88	6684	3948	45.67	3550	41.06	7/19/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	23.7	4.1	NW	0	90	3	NA	NA	NA	NA	NA	210	1601	17.4	11	1.24	50.8	4	2	7.4	0.0414675	-0.62	NA	NA	NA	NA	NA	NA	NA
SB0156_S70	13278	11367	85.61	10384	6441	48.51	5865	44.17	7/19/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	23.7	4.1	NW	0	90	4	P_0086	0.419	-0.02354	1.0665	-0.59255	290	1577	15.6	9	1.12	38.4	8.3	0	7.5	0.0414675	-0.62	NA	NA	NA	NA	NA	NA	NA
SB0157_S71	14221	12513	87.99	11294	7395	52	6701	47.12	7/19/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	19	4.2	NW	0	65	1	P_0087	0.451	-0.09452	1.0595	-0.57604	300	2298	17.6	0	1.51	NA	7.7	2.5	7.4	-0.0176425	-0.333235	NA	NA	NA	NA	NA	NA	NA
SB0158_S72	12416	10840	87.31	9829	5701	45.92	5084	40.95	7/19/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	19	4.2	NW	0	65	2	NA	NA	NA	NA	NA	200	1782	17.8	15	1.37	55.8	7	2	7.4	-0.0176425	-0.333235	NA	NA	NA	NA	NA	NA	NA
SB0159_S73	25737	10028	38.96	8689	4969	19.31	4453	17.3	7/19/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	19	4.2	NW	0	65	3	NA	NA	NA	NA	NA	145	1508	18.1	8	1.13	61.2	3.6	0	7.5	-0.0176425	-0.333235	NA	NA	NA	NA	NA	NA	NA
SB0160_S74	11318	6439	56.89	5715	3110	27.48	2704	23.89	7/19/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	19	4.2	NW	0	65	4	P_0088a	0.3845	0.059235	0.925	-0.09043	270	1567	17.6	11	1.14	59.4	7.5	0	7.4	-0.0176425	-0.333235	NA	NA	NA	NA	NA	NA	NA
SB0389_S75	1400	1142	81.57	1041	896	64	853	60.93	9/10/19	2019	Sediment	Post	8:35:00	8:00:00	AM	0	3.1	W	0	0	1	P_0169	0.77535	-0.11292	0.7742	-0.104	420	1696	21	8	1.43	12.8	3.9	2	7.6	-0.088125	-0.488235	NA	NA	NA	NA	NA	NA	NA
SB0390_S76	14822	12778	86.21	11580	7415	50.03	6751	45.55	9/10/19	2019	Sediment	Post	8:35:00	8:00:00	AM	0	3.1	W	0	0	2	NA	NA	NA	NA	NA	420	1675	22	2	1.11	17.4	1.2	2	7.5	-0.088125	-0.488235	NA	NA	NA	NA	NA	NA	NA
SB0391_S77	14250	12492	87.66	11115	7338	51.49	6700	47.02	9/10/19	2019	Sediment	Post	8:35:00	8:00:00	AM	0	3.1	W	0	0	3	NA	NA	NA	NA	NA	240	1653	22	18	1.03	14.2	3.3	1	7.6	-0.088125	-0.488235	NA	NA	NA	NA	NA	NA	NA
SB0392_S78	16637	14449	86.85	13095	8490	51.03	7608	45.73	9/10/19	2019	Sediment	Post	8:35:00	8:00:00	AM	0	3.1	W	0	0	4	P_0170	0.7386	-0.06333	0.9908	-0.87247	360	1654	23	10	0.76	14	4	2	7.6	-0.088125	-0.488235	NA	NA	NA	NA	NA	NA	NA
SB0393_S79	10463	9142	87.37	8201	5541	52.96	5005	47.84	9/10/19	2019	Sediment	Post	11:49:00	11:00:00	AM	0	4	W	0	0	1	P_0171	0.78525	-0.12582	0.6158	2.728223	340	1725	22	2	1.3	16.2	3.1	2	7.6	-0.10618	1.79876	NA	NA	NA	NA	NA	NA	NA
SB0394_S80	19817	17430	87.95	15845	9648	48.69	8407	42.42	9/10/19	2019	Sediment	Post	11:49:00	11:00:00	AM	0	4	W	0	0	2	NA	NA	NA	NA	NA	340	1671	22	5	1.25	15.8	4.2	1	7.6	-0.10618	1.79876	NA	NA	NA	NA	NA	NA	NA
SB0395_S81	11068	7999	72.27	6770	3933	35.53	3507	31.69	9/10/19	2019	Sediment	Post	11:49:00	11:00:00	AM	0	4	W	0	0	3	NA	NA	NA	NA	NA	120	1630	23	20	1.01	13.8	4.4	2	7.6	-0.10618	1.79876	NA	NA	NA	NA	NA	NA	NA
SB0396_S82	9365	5546	59.22	4783	2824	30.15	2557	27.3	9/10/19	2019	Sediment	Post	11:49:00	11:00:00	AM	0	4	W	0	0	4	P_0172	0.75555	-0.08654	0.6925	0.869297	180	1729	22	22	1.18	11	4.3	2	7.6	-0.10618	1.79876	NA	NA	NA	NA	NA	NA	NA
SB0397_S83	7562	6626	87.62	5709	3688	48.77	3302	43.67	9/10/19	2019	Sediment	Post	14:08:00	14:00:00	PM	0	3.3	W	0	0	1	P_0173	0.75835	-0.09031	0.58335	3.99287	NA	1739	23	26	1.58	13.8	4.9	1	7.6	-0.096565	2.2973905	NA	NA	NA	NA	NA	NA	NA
SB0398_S84	11380	9843	86.49	8717	5508	48.4	4877	42.86	9/10/19	2019	Sediment	Post	14:08:00	14:00:00	PM	0	3.3	W	0	0	2	NA	NA	NA	NA	NA	120	1700	24	29	1.52	19	4.1	1	7.5	-0.096565	2.2973905	NA	NA	NA	NA	NA	NA	NA
SB0399_S85	8992	7799	86.73	6940	4555	50.66	4113	45.74	9/10/19	2019	Sediment	Post	14:08:00	14:00:00	PM	0	3.3	W	0	0	3	NA	NA	NA	NA	NA	55	1700	24.5	72	1.14	18.4	3.5	1	7.5	-0.096565	2.2973905	NA	NA	NA	NA	NA	NA	NA
SB0400_S86	16311	14232	87.25	12937	8309	50.94	7560	46.35	9/10/19	2019	Sediment	Post	14:08:00	14:00:00	PM	0	3.3	W	0	0	4	P_0174	0.7677	-0.10282	0.70965	0.601911	90	1756	24.5	57	1.21	14.4	3.9	0	7.5	-0.096565	2.2973905	NA	NA	NA	NA	NA	NA	NA
SB0401_S87	8307	7252	87.3	6564	4850	58.38	4475	53.87	9/10/19	2019	Sediment	Post	17:10:00	17:00:00	PM	0	4.2	W	0	0	1	P_0175	0.80105	-0.14603	0.67825	1.125114	75	1666	23	46	1.86	7.5	8.3	2	7.5	-0.146	1.2049615	NA	NA	NA	NA	NA	NA	NA
SB0402_S88	16856	15284	90.67	13881	8732	51.8	7597	45.07	9/10/19	2019	Sediment	Post	17:10:00	17:00:00	PM	0	4.2	W	0	0	2	NA	NA	NA	NA	NA	60	1664	23	123	1.63	7.7	9.2	1	7.5	-0.146	1.2049615	NA	NA	NA	NA	NA	NA	NA
SB0403_S89	9282	8137	87.66	7196	4587	49.42	4210	45.36	9/10/19	2019	Sediment	Post	17:10:00	17:00:00	PM	0	4.2	W	0	0	3	NA	NA	NA	NA	NA	60	1656	24	92	1.43	7.4	7.6	1	7.6	-0.146	1.2049615	NA	NA	NA	NA	NA	NA	NA
SB0404_S90	10944	9853	90.03	8737	6025	55.05	5527	50.5	9/10/19	2019	Sediment	Post	17:10:00	17:00:00	PM	0	4.2	W	0	0	4	P_0176	0.801	-0.14597	0.6702	1.284809	80	1574	23	45	1.31	9.4	7.3	0	7.6	-0.146	1.2049615	NA	NA	NA	NA	NA	NA	NA
SB0405_S91	8681	7623	87.81	6798	4898	56.42	4453	51.3	9/11/19	2019	Sediment	Post	8:15:00	8:00:00	AM	29.6	1.6	E	3	100	1	P_0177	0.83615	-0.18926	0.70915	0.609136	900	1852	16	5	1.06	47.4	6.7	3	7.6	-0.160795	0.641263	NA	NA	NA	NA	NA	NA	NA
SB0406_S92	1	1	100	1	1	100	1	100	9/11/19	2019	Sediment	Post	8:15:00	8:00:00	AM	29.6	1.6	E	3	100	2	NA	NA	NA	NA	NA	300	1744	17	39	1.04	36.9	11.8	2	7.2	-0.160795	0.641263	NA	NA	NA	NA	NA	NA	NA
SB0407_S93	8500	7446	87.6	6502	4324	50.87	3924	46.16	9/11/19	2019	Sediment	Post	8:15:00	8:00:00	AM	29.6	1.6	E	3	100	3	NA	NA	NA	NA	NA	600	1702	19	26	1.03	33.9	2	1	7.6	-0.160795	0.641263	NA	NA	NA	NA	NA	NA	NA
SB0408_S94	12965	11766	90.75	10674	7638	58.91	6361	49.06	9/11/19	2019	Sediment	Post	8:15:00	8:00:00	AM	29.6	1.6	E	3	100	4	P_0178	0.7903	-0.13233	0.7048	0.67339	360	1657	19	7	1.25	32.4	4	3	7.5	-0.160795	0.641263	NA	NA	NA	NA	NA	NA	NA
SB0409_S95	7097	6200	87.36	5498	4287	60.41	4039	56.91	9/11/19	2019	Sediment	Post	11:20:00	11:00:00	AM	16.8	1	N	0	0	1	P_0179	0.8219	-0.17198	0.6874	0.957107	900	1756	20	3	1.17	28.6	7.5	0	7.7	-0.158785	1.2095735	NA	NA	NA	NA	NA	NA	NA
SB0410_S96	13041	11804	90.51	11032	8821	67.64	7381	56.6	9/11/19	2019	Sediment	Post	11:20:00	11:00:00	AM	16.8	1	N	0	0	2	NA	NA	NA	NA	NA	300	1785	21	13	1.05	29.6	1.7	1	7.6	-0.158785	1.2095735	NA	NA	NA	NA	NA	NA	NA
SB0411_S97	1961	1693	86.33	1471	1223	62.37	1197	61.04	9/11/19	2019	Sediment	Post	11:20:00	11:00:00	AM	16.8	1	N	0	0	3	NA	NA	NA	NA	NA	360	1774	20	19	1.2	27.5	4.6	0	7.6	-0.158785	1.2095735	NA	NA	NA	NA	NA	NA	NA
SB0412_S98	139	126	90.65	98	93	66.91	93	66.91	9/11/19	2019	Sediment	Post	11:20:00	11:00:00	AM	16.8	1	N	0	0	4	P_0180	0.8007	-0.14559	0.6619	1.46204	540	1715	17	5	0.95	20.5	3.8	0	7.6	-0.158785	1.2095735	NA	NA	NA	NA	NA	NA	NA
SB0413_S99	3683	3210	87.16	2872	2552	69.29	2439	66.22	9/11/19	2019	Sediment	Post	14:00:00	14:00:00	PM	14.5	4.3	W	0	0	1	P_0181	0.78005	-0.11907	0.599	3.336843	300	1593	20.2	0	1.19	25.8	7	2	7.5	-0.1229	2.307233	NA	NA	NA	NA	NA	NA	NA
SB0414_S100	2	1	50	1	1	50	1	50	9/11/19	2019	Sediment	Post	14:00:00	14:00:00	PM	14.5	4.3	W	0	0	2	NA	NA	NA	NA	NA	240	1688	23	11	1.17	23.7	4.8	3	7.5	-0.1229	2.307233	NA	NA	NA	NA	NA	NA	NA
SB0415_S101	5910	5016	84.87	4425	3129	52.94	2956	50.02	9/11/19	2019	Sediment	Post	14:00:00	14:00:00	PM	14.5	4.3	W	0	0	3	NA	NA	NA	NA	NA	360	1666	22.8	6	1.06	24.8	3.9	3	7.5	-0.1229	2.307233	NA	NA	NA	NA	NA	NA	NA
SB0416_S102	11880	10678	89.88	9565	6703	56.42	6311	53.12	9/11/19	2019	Sediment	Post	14:00:00	14:00:00	PM	14.5	4.3	W	0	0	4	P_0182	0.78595	-0.12673	0.67055	1.277623	360	1657	21.5	0	0.83	22.3	1.7	4	7.5	-0.1229	2.307233	NA	NA	NA	NA	NA	NA	NA
SB0417_S103	9144	8078	88.34	7327	5401	59.07	4955	54.19	9/11/19	2019	Sediment	Post	17:05:00	17:00:00	PM	12.9	2.5	W	0	0	1	P_0183	0.8163	-0.16509	0.73945	0.225036	240	1842	18	14	1.38	21.5	8.7	2	7.6	-0.155025	0.6201195	NA	NA	NA	NA	NA	NA	NA
SB0418_S104	17995	15968	88.74	14750	10470	58.18	9176	50.99	9/11/19	2019	Sediment	Post	17:05:00	17:00:00	PM	12.9	2.5	W	0	0	2	NA	NA	NA	NA	NA	300	1747	21	27	1.19	20.9	4.8	2	7.5	-0.155025	0.6201195	NA	NA	NA	NA	NA	NA	NA
SB0419_S105	9544	8428	88.31	7477	5250	55.01	4818	50.48	9/11/19	2019	Sediment	Post	17:05:00	17:00:00	PM	12.9	2.5	W	0	0	3	NA	NA	NA	NA	NA	360	1750	22	16	1.11	21.9	2.3	2	7.4	-0.155025	0.6201195	NA	NA	NA	NA	NA	NA	NA
SB0420_S106	3055	2634	86.22	2417	2242	73.39	2205	72.18	9/11/19	2019	Sediment	Post	17:05:00	17:00:00	PM	12.9	2.5	W	0	0	4	P_0184	0.8002	-0.14496	0.68415	1.015203	900	1745	20	13	1.08	25.6	2	1	7.5	-0.155025	0.6201195	NA	NA	NA	NA	NA	NA	NA
SB0421_S107	2564	2260	88.14	1962	1689	65.87	1606	62.64	9/12/19	2019	Sediment	Post	8:00:00	8:00:00	AM	0	10	SE	0	NA	1	P_0185	0.80545	-0.15157	0.64145	1.959613	420	1120	15	5	1.25	30.4	4.5	0	7.6	-0.11097	2.550006	NA	NA	NA	NA	NA	NA	NA
SB0423_S109	6652	5765	86.67	5098	3894	58.54	3694	55.53	9/12/19	2019	Sediment	Post	8:00:00	8:00:00	AM	0	10	SE	0	NA	3	NA	NA	NA	NA	NA	300	1702	17	15	1.14	44.6	2.5	1	7.6	-0.11097	2.550006	NA	NA	NA	NA	NA	NA	NA
SB0424_S110	13032	11373	87.27	10116	6772	51.96	6256	48	9/12/19	2019	Sediment	Post	8:00:00	8:00:00	AM	0	10	SE	0	NA	4	P_0186	0.7437	-0.07037	0.60415	3.140399	420	1657	17	11	1.65	37.6	0.8	2	7.7	-0.11097	2.550006	NA	NA	NA	NA	NA	NA	NA
SB0425_S111	12413	10935	88.09	9789	6391	51.49	5756	46.37	9/12/19	2019	Sediment	Post	11:00:00	11:00:00	AM	0	0	NA	0	NA	1	P_0187	0.7503	-0.07941	0.57895	4.194575	180	1600	24.5	49	1.41	45.6	5	1	7.7	-0.126035	2.1991485	NA	NA	NA	NA	NA	NA	NA
SB0426_S112	15123	13084	86.52	11795	8134	53.79	7373	48.75	9/12/19	2019	Sediment	Post	11:00:00	11:00:00	AM	0	0	NA	0	NA	2	NA	NA	NA	NA	NA	180	1644	23	11	1.18	46.6	1.8	0	7.6	-0.126035	2.1991485	NA	NA	NA	NA	NA	NA	NA
SB0427_S113	14883	12167	81.75	10911	6851	46.03	6267	42.11	9/12/19	2019	Sediment	Post	11:00:00	11:00:00	AM	0	0	NA	0	NA	3	NA	NA	NA	NA	NA	300	1665	22	29	1.18	45.8	6.4	0	7.6	-0.126035	2.1991485	NA	NA	NA	NA	NA	NA	NA
SB0428_S114	10977	9558	87.07	8652	6233	56.78	5689	51.83	9/12/19	2019	Sediment	Post	11:00:00	11:00:00	AM	0	0	NA	0	NA	4	P_0188	0.82245	-0.17266	0.7414	0.203722	360	1641	20.6	9	1.26	52	0.9	1	7.6	-0.126035	2.1991485	NA	NA	NA	NA	NA	NA	NA
SB0429_S115	12021	10170	84.6	9334	6763	56.26	5885	48.96	9/12/19	2019	Sediment	Post	14:09:00	14:00:00	PM	0	NA	W	0	0	1	P_0189	0.76565	-0.10009	0.81855	-0.3989	110	1720	21.3	59	1.51	46.8	2.5	NA	NA	-0.086605	0.5304625	NA	NA	NA	NA	NA	NA	NA
SB0430_S116	1	0	0	0	0	0	0	0	9/12/19	2019	Sediment	Post	14:09:00	14:00:00	PM	0	NA	W	0	0	2	NA	NA	NA	NA	NA	80	1706	20.2	36	1.27	43.8	2.4	0	7.5	-0.086605	0.5304625	NA	NA	NA	NA	NA	NA	NA
SB0431_S117	12233	10132	82.83	9041	5773	47.19	5187	42.4	9/12/19	2019	Sediment	Post	14:09:00	14:00:00	PM	0	NA	W	0	0	3	NA	NA	NA	NA	NA	70	1606	20.5	74	1.17	41.2	3.3	0	7.6	-0.086605	0.5304625	NA	NA	NA	NA	NA	NA	NA
SB0432_S118	8001	7027	87.83	6544	6014	75.17	5809	72.6	9/12/19	2019	Sediment	Post	14:09:00	14:00:00	PM	0	NA	W	0	0	4	P_0190	0.7457	-0.07312	0.662	1.459825	330	1683	21	20	1.05	45.2	1.9	0	7.5	-0.086605	0.5304625	NA	NA	NA	NA	NA	NA	NA
SB0437_S119	5724	4338	75.79	4151	3909	68.29	3826	66.84	9/13/19	2019	Sediment	Post	8:03:00	8:00:00	AM	20.2	1.9	E	7.8	0	1	P_0193	0.76635	-0.10102	0.7133	0.550138	420	1725	16.7	12	1.3	25.4	2.7	2	7.5	-0.102185	0.4386735	NA	NA	NA	NA	NA	NA	NA
SB0438_S120	10898	9744	89.41	8642	5268	48.34	4675	42.9	9/13/19	2019	Sediment	Post	8:03:00	8:00:00	AM	20.2	1.9	E	7.8	0	2	NA	NA	NA	NA	NA	360	1727	17.7	9	1.18	24.8	2.1	2	7.5	-0.102185	0.4386735	NA	NA	NA	NA	NA	NA	NA
SB0439_S121	714	547	76.61	412	315	44.12	299	41.88	9/13/19	2019	Sediment	Post	8:03:00	8:00:00	AM	20.2	1.9	E	7.8	0	3	NA	NA	NA	NA	NA	250	1667	20.5	58	1.13	30.3	2	1.5	7.5	-0.102185	0.4386735	NA	NA	NA	NA	NA	NA	NA
SB0440_S122	29	17	58.62	8	8	27.59	8	27.59	9/13/19	2019	Sediment	Post	8:03:00	8:00:00	AM	20.2	1.9	E	7.8	0	4	P_0194	0.7681	-0.10335	0.73055	0.327209	480	1631	19	12	1.26	27.4	1	2	7.5	-0.102185	0.4386735	NA	NA	NA	NA	NA	NA	NA
SB0441_S123	2	0	0	0	0	0	0	0	9/13/19	2019	Sediment	Post	10:57:00	11:00:00	AM	12.7	2	SE	7.8	0	1	P_0195	0.7793	-0.11809	0.63345	2.180587	560	1700	23.7	18	1.31	29.9	6.2	0	7.5	-0.129555	1.789596	NA	NA	NA	NA	NA	NA	NA
SB0442_S124	7168	6345	88.52	5751	4319	60.25	3406	47.52	9/13/19	2019	Sediment	Post	10:57:00	11:00:00	AM	12.7	2	SE	7.8	0	2	NA	NA	NA	NA	NA	145	1732	22.2	12	1.42	29.2	3.3	0	7.5	-0.129555	1.789596	NA	NA	NA	NA	NA	NA	NA
SB0443_S125	12051	10815	89.74	9600	6015	49.91	5423	45	9/13/19	2019	Sediment	Post	10:57:00	11:00:00	AM	12.7	2	SE	7.8	0	3	NA	NA	NA	NA	NA	360	1711	21.6	40	1.23	27.7	2.4	0	7.4	-0.129555	1.789596	NA	NA	NA	NA	NA	NA	NA
SB0444_S126	284	105	36.97	64	44	15.49	44	15.49	9/13/19	2019	Sediment	Post	10:57:00	11:00:00	AM	12.7	2	SE	7.8	0	4	P_0196	0.7971	-0.14102	0.6648	1.398605	480	1731	19.4	13	1.17	28.5	1.4	0	7.4	-0.129555	1.789596	NA	NA	NA	NA	NA	NA	NA
SB0445_S127	17640	15849	89.85	14211	9249	52.43	8361	47.4	9/13/19	2019	Sediment	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	1	P_0197	0.7635	-0.09722	0.60975	2.936874	290	1678	22.6	20	1.33	29	8.3	3	7.5	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
SB0446_S128	31	23	74.19	9	9	29.03	9	29.03	9/13/19	2019	Sediment	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	2	NA	NA	NA	NA	NA	260	1700	24.9	5	1.28	25.5	4.4	4	7.5	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
SB0447_S129	5680	4852	85.42	4293	3313	58.33	3176	55.92	9/13/19	2019	Sediment	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	3	NA	NA	NA	NA	NA	240	1659	26.7	21	1.19	27	2.8	3	7.4	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
SB0448_S130	288	243	84.38	176	113	39.24	111	38.54	9/13/19	2019	Sediment	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	4	P_0198	0.749	-0.07764	0.6629	1.439978	780	1699	23.4	4	1.18	29.1	6.1	3	7.4	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
SB0449_S131	1	1	100	1	1	100	1	100	9/13/19	2019	Sediment	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	1	P_0199	0.7785	-0.11705	0.68135	1.066637	310	1702	23.2	13	1.43	23.9	7	3	7.5	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
SB0450_S132	3351	2856	85.23	2611	2349	70.1	2261	67.47	9/13/19	2019	Sediment	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	2	NA	NA	NA	NA	NA	160	1675	25.7	23	1.32	22.5	3.5	3	7.4	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
SB0451_S133	43	24	55.81	6	6	13.95	6	13.95	9/13/19	2019	Sediment	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	3	NA	NA	NA	NA	NA	180	1718	22.8	36	1.19	24.4	2.6	2.5	7.4	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
SB0452_S134	9051	7881	87.07	7167	4896	54.09	4284	47.33	9/13/19	2019	Sediment	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	4	P_0200	0.7901	-0.13208	0.6019	3.225105	540	1671	21.3	17	1.15	26.4	2.4	1.5	7.5	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
SB0453_S135	15538	13699	88.16	12496	8229	52.96	7405	47.66	9/14/19	2019	Sediment	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	1	P_0201	0.7712	-0.10745	0.60365	3.159074	200	1684	20.5	57	1.17	24.6	1.4	4	7.5	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
SB0454_S136	1	0	0	0	0	0	0	0	9/14/19	2019	Sediment	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	2	NA	NA	NA	NA	NA	120	1685	19.3	33	1.12	20.9	1.3	3.5	7.5	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
SB0455_S137	4847	4156	85.74	3739	3126	64.49	3061	63.15	9/14/19	2019	Sediment	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	3	NA	NA	NA	NA	NA	80	1685	19.9	26	0.97	25.9	2.7	3.5	7.4	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
SB0457_S139	14169	12442	87.81	11343	7407	52.28	6777	47.83	9/14/19	2019	Sediment	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	1	P_0203	0.77955	-0.11842	0.67555	1.177392	300	1702	20.6	48	1.38	31.4	3.3	4	7.5	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
SB0458_S140	16041	14159	88.27	12796	8438	52.6	7260	45.26	9/14/19	2019	Sediment	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	2	NA	NA	NA	NA	NA	300	1710	23.9	10	1.17	49	3.9	5	7.5	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
SB0459_S141	764	644	84.29	509	432	56.54	401	52.49	9/14/19	2019	Sediment	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	3	NA	NA	NA	NA	NA	180	1685	27.1	32	1.1	59.2	2.4	3	7.6	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
SB0460_S142	3	1	33.33	1	1	33.33	1	33.33	9/14/19	2019	Sediment	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	4	P_0204	0.76145	-0.09448	0.5975	3.395794	300	1675	26.8	14	1.11	36.2	1.4	3	7.5	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
SB0461_S143	4775	4278	89.59	3542	2129	44.59	1924	40.29	9/14/19	2019	Sediment	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	1	P_0205	0.7541	-0.08457	0.60785	3.00478	120	1722	20.9	38	1.4	57.6	2.2	4	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
SB0462_S144	8	0	0	0	0	0	0	0	9/14/19	2019	Sediment	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	2	NA	NA	NA	NA	NA	180	1720	20.6	41	1.16	NA	3	3	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
SB0463_S145	14	2	14.29	1	0	0	0	0	9/14/19	2019	Sediment	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	3	NA	NA	NA	NA	NA	170	1541	20.7	25	1.2	58.4	3	4	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
SB0464_S146	785	641	81.66	507	432	55.03	430	54.78	9/14/19	2019	Sediment	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	4	P_0206	0.72535	-0.04478	0.62805	2.338997	300	1681	21.5	13	1.08	52	3	2	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
SB0465_S147	12352	10968	88.8	9930	6684	54.11	6072	49.16	9/14/19	2019	Sediment	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	1	P_0207	0.76635	-0.10102	0.61735	2.67657	180	1617	23.4	4	1.42	57.6	5.9	2	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
SB0466_S148	404	309	76.49	219	134	33.17	134	33.17	9/14/19	2019	Sediment	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	2	NA	NA	NA	NA	NA	120	1703	20.8	40	1.39	67.2	5.3	2	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
SB0467_S149	29	4	13.79	1	1	3.45	1	3.45	9/14/19	2019	Sediment	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	3	NA	NA	NA	NA	NA	120	1649	23.7	11	1.34	64.8	4.1	2	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
SB0468_S150	10	1	10	1	1	10	1	10	9/14/19	2019	Sediment	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	4	P_0208	0.7384	-0.06305	0.601	3.259471	180	1636	23.6	0	1.24	68.1	4.3	3	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
